id,title,authors,abstracts,img,alt_text,video_link,captions,transcript,doc_link,Keywords,group
16,"OWL-SDA: A Multi-Agent System for Generating Synthetic Data to Support Ontology Evaluation","Maxim Van de Wynckel and Emmelien De Roock","","https://drive.google.com/file/d/1SL8ZohaoViJkDeH-6LL8VaM1-mLslmqz/view?usp=sharing","Poster for OWL-SDA: A Multi-Agent System for Generating Synthetic Data to Support Ontology Evaluation","https://www.youtube.com/watch?v=TlkZyudGWVA","captions","transcript","","synthetic data OWL AI-agents ontology-driven documentation","pd"
